Time,Open,High,Low,Close,Volume
2025-08-25 22:00:00+0000,6460.25,6461.0,6458.5,6459.0,459.0
2025-08-25 22:01:00+0000,6459.25,6460.25,6458.75,6460.25,114.0
2025-08-25 22:02:00+0000,6460.25,6460.75,6459.5,6460.5,83.0
2025-08-25 22:03:00+0000,6460.75,6462.0,6459.25,6461.75,304.0
2025-08-25 22:04:00+0000,6461.25,6462.5,6461.25,6461.25,312.0
2025-08-25 22:05:00+0000,6461.25,6462.0,6461.25,6461.5,97.0
2025-08-25 22:06:00+0000,6461.5,6462.25,6461.5,6462.0,76.0
2025-08-25 22:07:00+0000,6462.0,6462.0,6461.0,6461.0,125.0
2025-08-25 22:08:00+0000,6461.0,6461.75,6461.0,6461.0,95.0
2025-08-25 22:09:00+0000,6461.25,6461.75,6461.25,6461.5,120.0
2025-08-25 22:10:00+0000,6461.75,6462.25,6461.5,6461.75,170.0
2025-08-25 22:11:00+0000,6462.0,6462.25,6461.75,6462.0,54.0
2025-08-25 22:12:00+0000,6462.0,6462.5,6462.0,6462.5,107.0
2025-08-25 22:13:00+0000,6462.5,6462.5,6461.75,6461.75,72.0
2025-08-25 22:14:00+0000,6461.75,6462.25,6461.75,6462.25,40.0
2025-08-25 22:15:00+0000,6462.25,6463.0,6462.25,6462.75,151.0
2025-08-25 22:16:00+0000,6462.75,6463.0,6462.5,6462.5,47.0
2025-08-25 22:17:00+0000,6462.5,6462.5,6462.0,6462.0,22.0
2025-08-25 22:18:00+0000,6462.25,6462.75,6462.0,6462.25,60.0
2025-08-25 22:19:00+0000,6462.25,6462.75,6462.25,6462.25,21.0
2025-08-25 22:20:00+0000,6462.25,6462.25,6462.0,6462.25,45.0
2025-08-25 22:21:00+0000,6462.25,6462.25,6461.75,6461.75,54.0
2025-08-25 22:22:00+0000,6461.75,6462.0,6461.25,6461.5,101.0
2025-08-25 22:23:00+0000,6461.75,6462.5,6461.75,6462.5,65.0
2025-08-25 22:24:00+0000,6462.75,6462.75,6462.5,6462.75,66.0
2025-08-25 22:25:00+0000,6462.75,6463.5,6462.75,6463.5,155.0
2025-08-25 22:26:00+0000,6463.25,6463.5,6463.0,6463.5,64.0
2025-08-25 22:27:00+0000,6463.25,6463.75,6462.75,6462.75,146.0
2025-08-25 22:28:00+0000,6462.75,6463.0,6462.75,6462.75,24.0
2025-08-25 22:29:00+0000,6462.75,6463.0,6462.75,6462.75,58.0
2025-08-25 22:30:00+0000,6462.75,6463.0,6462.25,6462.5,93.0
2025-08-25 22:31:00+0000,6462.25,6462.5,6462.0,6462.25,68.0
2025-08-25 22:32:00+0000,6462.25,6462.25,6461.5,6461.75,60.0
2025-08-25 22:33:00+0000,6461.75,6462.0,6461.75,6461.75,27.0
2025-08-25 22:34:00+0000,6461.75,6462.25,6461.75,6462.25,20.0
2025-08-25 22:35:00+0000,6462.25,6462.25,6462.0,6462.0,15.0
2025-08-25 22:36:00+0000,6462.0,6462.5,6462.0,6462.25,20.0
2025-08-25 22:37:00+0000,6462.25,6462.5,6462.0,6462.5,31.0
2025-08-25 22:38:00+0000,6462.25,6462.25,6461.75,6462.0,23.0
2025-08-25 22:39:00+0000,6462.0,6462.5,6462.0,6462.25,10.0
2025-08-25 22:40:00+0000,6462.25,6462.5,6462.25,6462.25,6.0
2025-08-25 22:41:00+0000,6462.25,6462.75,6462.0,6462.75,45.0
2025-08-25 22:42:00+0000,6462.75,6462.75,6462.5,6462.75,23.0
2025-08-25 22:43:00+0000,6462.75,6463.0,6462.75,6462.75,21.0
2025-08-25 22:44:00+0000,6463.0,6463.25,6462.75,6463.0,55.0
2025-08-25 22:45:00+0000,6463.0,6463.0,6462.25,6462.25,24.0
2025-08-25 22:46:00+0000,6462.25,6462.25,6462.25,6462.25,9.0
2025-08-25 22:47:00+0000,6462.25,6462.25,6462.25,6462.25,26.0
2025-08-25 22:48:00+0000,6462.25,6462.25,6462.0,6462.0,15.0
2025-08-25 22:49:00+0000,6462.0,6462.0,6461.75,6461.75,22.0
2025-08-25 22:50:00+0000,6462.0,6462.25,6462.0,6462.25,24.0
2025-08-25 22:51:00+0000,6462.25,6462.5,6462.25,6462.25,6.0
2025-08-25 22:52:00+0000,6462.25,6462.25,6462.0,6462.0,17.0
2025-08-25 22:53:00+0000,6462.25,6462.25,6462.0,6462.25,21.0
2025-08-25 22:54:00+0000,6462.25,6462.25,6462.0,6462.25,15.0
2025-08-25 22:55:00+0000,6462.5,6462.5,6462.25,6462.25,36.0
2025-08-25 22:56:00+0000,6462.0,6462.25,6461.5,6461.75,50.0
2025-08-25 22:57:00+0000,6461.75,6462.0,6461.5,6461.75,51.0
2025-08-25 22:58:00+0000,6461.75,6461.75,6461.5,6461.5,13.0
